"loan_amount","tenor_years","interest_rate","debt_to_income","credit_score","collateral_ratio","industry","company_age_years","prev_defaults","default_flag","PD","LGD","EAD","EL"
17371762,4,13.81,0.287,388,0.42,"Infrastructure",26,0,0,0.112234599888325,0.58,17371762,1130833.39930662
69116099,7,15.75,0.324,839,1.999,"IT",21,0,0,0.028198841959238,0,69116099,0
89391069,4,10.01,0.293,403,0.124,"Manufacturing",22,2,0,0.419930189847946,0.876,89391069,32883295.5124716
260260665,2,9.37,0.153,762,0.864,"Retail",29,1,0,0.0166089572012424,0.136,260260665,587881.521476658
405749272,8,14.55,0.464,616,0.167,"IT",13,0,0,0.0915116369724274,0.833,405749272,30929939.8075485
58565644,2,14.66,0.658,560,0.091,"Infrastructure",42,1,0,0.0856510624289513,0.909,58565644,4559734.55406608
446817472,9,11.19,0.183,643,0.638,"Real_Estate",48,0,0,0.00965721905231476,0.362,446817472,1562035.141669
288101088,5,16.32,0.615,716,1.076,"Retail",11,0,0,0.0483162552118301,0,288101088,0
74139625,3,9.03,0.329,639,0.722,"Manufacturing",14,1,0,0.0478138253092766,0.278,74139625,985481.943752186
451500092,2,14.77,0.856,613,1.458,"Infrastructure",47,0,0,0.0524680726230145,0,451500092,0
127248232,2,15,0.125,365,1.443,"Retail",14,0,0,0.0939234867691994,0,127248232,0
76148203,10,10.75,0.445,618,1.736,"Manufacturing",48,0,0,0.0428842417895794,0,76148203,0
384505033,5,17.64,0.686,396,0.105,"Real_Estate",44,0,1,0.124683722853661,0.895,384505033,42907659.4785166
115831542,10,12.82,0.135,488,1.297,"Infrastructure",9,0,0,0.0358051508665085,0,115831542,0
153394265,8,17.81,0.37,557,0.304,"Infrastructure",11,0,0,0.136595994234085,0.696,153394265,14583317.3276873
259766236,1,10.8,0.59,664,0.91,"Real_Estate",10,0,0,0.0804794803261757,0.09,259766236,1881526.651161
167965234,3,9.43,0.574,709,1.488,"Infrastructure",22,0,0,0.0203559752553701,0,167965234,0
78063049,8,14.71,0.152,571,0.564,"IT",19,1,0,0.025547306984663,0.436,78063049,869515.095155341
133918415,9,8.15,0.464,798,1.594,"Infrastructure",22,0,0,0.0145658832043409,0,133918415,0
176026554,5,11.78,0.206,839,1.455,"IT",18,0,0,0.00612399447709322,0,176026554,0
289650731,9,17.42,0.68,496,0.635,"IT",32,0,0,0.195987418293953,0.365,289650731,20720283.1261109
404492296,6,12.12,0.358,328,0.488,"Manufacturing",46,0,0,0.0956589356064796,0.512,404492296,19810970.8781471
466701887,4,15.16,0.628,851,1.271,"Retail",48,2,0,0.0667399987578392,0,466701887,0
417097805,10,10.64,0.361,747,1.633,"Retail",48,0,0,0.0159077867865562,0,417097805,0
64374384,7,9.52,0.128,547,1.116,"Retail",15,0,0,0.00859771482646465,0,64374384,0
325077522,4,16.57,0.167,473,0.705,"IT",41,0,0,0.0391908325254917,0.295,325077522,3758317.32313864
345485477,2,9.68,0.18,740,0.241,"Retail",22,0,0,0.0121716214343905,0.759,345485477,3191684.893777
16990367,9,14.32,0.782,475,0.036,"IT",6,0,0,0.17004269361496,0.964,16990367,2785080.61046
460324086,9,9.2,0.241,558,0.524,"Retail",2,1,0,0.197409525513649,0.476,460324086,43255243.0742877
239755975,5,9.7,0.596,588,1.594,"Retail",23,0,0,0.0607639998197556,0,239755975,0
133993769,2,14.13,0.126,875,1.817,"Manufacturing",14,0,0,0.0127915134653449,0,133993769,0
428398847,6,13.99,0.243,851,0.783,"Retail",16,0,0,0.00983659271150827,0.217,428398847,914434.739796068
115344092,3,14.42,0.113,870,0.37,"Retail",4,0,1,0.255542546510696,0.63,115344092,18569453.4866257
396181490,9,10.92,0.259,346,1.02,"IT",50,1,0,0.0911324843764305,0,396181490,0
323740655,1,13.88,0.77,618,0.336,"Manufacturing",38,1,0,0.142053455114365,0.664,323740655,30536349.7928817
212743011,6,13.41,0.188,409,1.894,"Manufacturing",28,1,1,0.0747779980301857,0,212743011,0
48439066,1,12.06,0.469,866,0.078,"Infrastructure",40,0,0,0.0324718318879604,0.922,48439066,1450218.6017408
2730384,9,17.69,0.61,547,0.862,"IT",44,0,0,0.0751209631562233,0.138,2730384,28305.0524695551
266035701,10,12.06,0.454,344,1.845,"IT",19,3,1,0.762859761714935,0,266035701,0
262629251,4,9.49,0.749,641,1.187,"IT",9,0,0,0.120209783315659,0,262629251,0
107379592,7,13.96,0.405,897,0.823,"Infrastructure",11,3,0,0.162373900413513,0.177,107379592,3086108.84247975
358749108,5,13.87,0.36,646,1.119,"Manufacturing",47,0,0,0.0101067507639527,0,358749108,0
480710445,5,14.32,0.216,300,0.658,"Infrastructure",37,0,0,0.029819106683135,0.342,480710445,4902349.76675809
259615033,7,8.77,0.777,885,1.875,"Retail",42,1,0,0.150639817118645,0,259615033,0
88089483,2,9.15,0.66,816,0.958,"Infrastructure",18,1,0,0.0777413249015808,0.042,88089483,287624.110969242
281707527,4,15.31,0.4,654,0.757,"Retail",28,0,0,0.0350822657346725,0.243,281707527,2401554.01216616
379869827,10,17.4,0.596,477,0.829,"Retail",49,0,0,0.134782701730728,0.171,379869827,8755179.75172658
333818697,1,8.75,0.581,583,0.423,"Retail",34,1,0,0.206234335899353,0.577,333818697,39723494.194358
113211589,2,8.79,0.476,809,0.636,"Manufacturing",12,0,0,0.0236187838017941,0.364,113211589,973306.896179278
173579031,1,8.44,0.794,643,0.459,"Manufacturing",8,0,0,0.23277273774147,0.541,173579031,21858816.2468664
160596048,7,9.02,0.626,752,0.679,"Real_Estate",25,0,0,0.0404577367007732,0.321,160596048,2085650.19267917
452544300,3,15.11,0.276,411,0.036,"Infrastructure",15,2,1,0.587210714817047,0.964,452544300,256172262.861363
100399992,8,8.79,0.791,490,1.325,"IT",2,0,1,0.336895078420639,0,100399992,0
340800545,10,10.26,0.536,762,0.062,"Real_Estate",23,0,0,0.0696043223142624,0.938,340800545,22250477.1383548
69621362,9,17.76,0.152,860,0.661,"Manufacturing",39,3,0,0.0521706007421017,0.339,69621362,1231311.82692791
54390349,6,8.24,0.662,437,1.807,"Retail",41,0,0,0.123740121722221,0,54390349,0
47336838,4,15.01,0.706,781,1.246,"IT",13,2,0,0.157470405101776,0,47336838,0
458308029,2,8.93,0.369,406,0.957,"Manufacturing",38,0,0,0.0277110636234283,0.043,458308029,546108.726882123
139253157,7,12.94,0.769,344,1.45,"Infrastructure",19,0,0,0.174459651112556,0,139253157,0
443011145,7,16.59,0.547,700,1.061,"Infrastructure",32,0,0,0.0257992409169674,0,443011145,0
386659460,2,10.15,0.451,758,0.59,"Real_Estate",36,0,0,0.00881051365286112,0.41,386659460,1396734.06504854
397730567,3,13.7,0.624,727,1.182,"Infrastructure",7,0,1,0.0690522566437721,0,397730567,0
103631123,3,12.91,0.424,512,0.308,"IT",10,0,1,0.516047537326813,0.692,103631123,37007181.3836769
25048468,7,13.82,0.806,334,1.772,"Manufacturing",15,0,0,0.199812918901443,0,25048468,0
20369150,6,11.27,0.661,804,0.026,"Retail",17,0,0,0.0685763880610466,0.974,20369150,1360524.82376695
143002491,9,16.14,0.757,846,0.782,"Retail",8,3,0,0.497028708457947,0.218,143002491,15494642.8629438
175056106,2,17.49,0.174,482,0.403,"Real_Estate",36,0,0,0.0366013012826443,0.597,175056106,3825146.92241229
368989209,5,13.79,0.377,313,0.866,"IT",18,0,0,0.082293689250946,0.134,368989209,4068974.76252138
126580127,6,14.71,0.58,657,0,"Manufacturing",25,0,1,0.184947460889816,1,126580127,23410673.0877605
259201065,9,8.01,0.683,807,1.65,"Manufacturing",5,0,0,0.0443144515156746,0,259201065,0
379962917,10,8.65,0.534,542,1.667,"IT",50,1,0,0.16639344394207,0,379962917,0
318406179,7,13.08,0.852,616,1.74,"Retail",7,3,0,0.615281641483307,0,318406179,0
102766402,8,9,0.631,364,0.561,"IT",29,0,0,0.129761695861816,0.439,102766402,5854127.60189921
496529596,1,8.82,0.312,828,1.672,"Manufacturing",20,0,0,0.00531943142414093,0,496529596,0
1202117,1,15.77,0.505,639,1.76,"Real_Estate",7,1,0,0.176103100180626,0,1202117,0
104078443,9,9.75,0.838,730,0.247,"Retail",2,0,0,0.205487579107285,0.753,104078443,16104280.9488621
317380017,6,9.65,0.503,442,1.995,"Retail",22,0,0,0.158422663807869,0,317380017,0
9628621,5,8.52,0.168,858,1.158,"Retail",20,0,0,0.0062974407337606,0,9628621,0
14341000,5,13.72,0.398,878,0.562,"Real_Estate",22,0,0,0.0373038239777088,0.438,14341000,234318.673172973
304312457,7,14.44,0.248,600,0.655,"IT",16,0,0,0.0192199926823378,0.345,304312457,2017864.70285606
285700135,5,10.92,0.669,761,0.426,"Real_Estate",36,0,0,0.0385569185018539,0.574,285700135,6323021.45534795
123680821,10,17.89,0.544,782,0.651,"Infrastructure",24,0,0,0.0728418529033661,0.349,123680821,3144189.91941709
459843018,10,12.19,0.267,351,1.251,"Retail",1,0,0,0.0574086755514145,0,459843018,0
336435885,10,14.87,0.135,381,1.225,"Retail",2,0,0,0.0966923832893372,0,336435885,0
323079769,5,13.6,0.75,353,1.154,"Real_Estate",44,0,1,0.412993550300598,0,323079769,0
104934442,9,17.73,0.601,574,1.878,"Real_Estate",33,0,1,0.282853424549103,0,104934442,0
240828250,9,16.45,0.219,576,1.019,"Real_Estate",46,0,0,0.0661517158150673,0,240828250,0
493272773,3,12.08,0.113,852,0.086,"Manufacturing",46,0,0,0.0109712490811944,0.914,493272773,4946402.07020478
496566804,2,13.24,0.584,535,1.665,"IT",29,0,0,0.0360492691397667,0,496566804,0
225936244,4,10.95,0.283,756,0.402,"Infrastructure",3,0,0,0.0222990829497576,0.598,225936244,3012826.28569497
357709544,7,13.35,0.527,490,1.602,"Infrastructure",6,0,0,0.023792302235961,0,357709544,0
158964245,8,15.84,0.236,341,0.979,"IT",5,0,1,0.261702984571457,0.021,158964245,873629.764489615
417010093,3,15.93,0.895,438,0.968,"Retail",8,0,0,0.296787858009338,0.032,417010093,3960433.03263184
217553815,1,9.05,0.76,464,0.702,"IT",47,0,0,0.0673472583293915,0.298,217553815,4366192.58784619
498000137,9,13.37,0.5,694,0.683,"IT",32,1,0,0.0407206602394581,0.317,498000137,6428409.51781984
403099795,5,8.93,0.209,631,1.605,"Real_Estate",29,0,0,0.00876219570636749,0,403099795,0
243634842,1,13.3,0.177,737,1.181,"IT",35,0,0,0.00718457857146859,0,243634842,0
269847228,3,8.01,0.822,415,0.842,"Manufacturing",18,0,0,0.181239187717438,0.158,269847228,7727289.00086251
171178914,2,12.72,0.311,347,1.895,"Retail",30,0,0,0.155205860733986,0,171178914,0
26955787,4,8.13,0.267,432,0.634,"Infrastructure",44,0,0,0.0265413336455822,0.366,26955787,261851.968339327
229902833,8,11.81,0.278,556,0.027,"Infrastructure",45,1,0,0.138426899909973,0.973,229902833,30965468.5684871
249580139,7,11.29,0.394,873,1.842,"Manufacturing",5,0,0,0.0431185029447079,0,249580139,0
142099348,3,17.52,0.736,678,1.152,"Retail",8,0,0,0.322283655405045,0,142099348,0
388446096,9,13.5,0.263,385,1.649,"IT",44,0,0,0.0217920131981373,0,388446096,0
152622528,10,10.15,0.17,884,0.484,"Retail",41,0,0,0.00816159322857857,0.516,152622528,642751.783383525
258260040,2,11.63,0.787,652,0.31,"Manufacturing",4,2,0,0.441778838634491,0.69,258260040,78724736.170459
239497436,7,10.52,0.318,760,0.655,"Manufacturing",45,0,0,0.0123212598264217,0.345,239497436,1018063.99716764
384657260,5,8.28,0.174,780,0.076,"Manufacturing",48,0,0,0.0138233853504062,0.924,384657260,4913153.35231771
82800499,7,8.22,0.769,449,0.422,"Manufacturing",40,0,1,0.33881351351738,0.578,82800499,16215170.3765914
221445301,10,9.24,0.716,649,1.185,"Manufacturing",17,2,1,0.544172823429108,0,221445301,0
262180427,6,8.81,0.367,639,0.207,"Retail",48,0,0,0.0487246215343475,0.793,262180427,10130291.1688759
238982675,6,10.15,0.769,558,1.984,"Manufacturing",33,0,0,0.229624524712563,0,238982675,0
262797001,3,10.5,0.576,731,0.405,"IT",44,0,0,0.0247773602604866,0.595,262797001,3874292.50164571
342928895,9,16.16,0.383,748,0.623,"Retail",49,3,0,0.145390823483467,0.377,342928895,18796735.3440027
176544219,1,15.66,0.626,582,1.904,"IT",34,1,0,0.130953460931778,0,176544219,0
419976011,1,14.24,0.177,488,0.166,"Manufacturing",20,0,0,0.0241536311805248,0.834,419976011,8460050.69241794
461034932,4,11.89,0.494,753,0.242,"Manufacturing",17,0,0,0.0507068894803524,0.758,461034932,17720256.6863774
54048501,8,10.04,0.713,866,0.283,"Manufacturing",27,1,0,0.0747532546520233,0.717,54048501,2896896.07426902
104057930,9,12.56,0.642,645,0.653,"Manufacturing",34,3,0,0.245812579989433,0.347,104057930,8875825.63985597
243834813,7,8.53,0.233,468,0.185,"Retail",2,1,0,0.548626780509949,0.815,243834813,109026061.372435
162587190,5,11.6,0.404,712,0.152,"Retail",16,0,0,0.0559509284794331,0.848,162587190,7714174.79497897
236385249,7,12.34,0.25,374,0.729,"Infrastructure",21,0,0,0.0570056028664112,0.271,236385249,3651801.86318034
293458163,9,10.02,0.784,387,1.685,"Real_Estate",22,2,1,0.705092787742615,0,293458163,0
112751056,2,8.38,0.297,300,1.667,"Manufacturing",38,0,0,0.044305082410574,0,112751056,0
367280830,9,12.48,0.865,676,1.722,"Infrastructure",48,0,0,0.0432119593024254,0,367280830,0
76091565,3,10.52,0.24,665,1.244,"Manufacturing",37,0,0,0.00342507450841367,0,76091565,0
349079130,1,12.55,0.19,676,1.384,"Manufacturing",7,0,0,0.0128964921459556,0,349079130,0
132789845,10,11.79,0.861,394,1.695,"IT",13,1,0,0.274612307548523,0,132789845,0
213805996,6,16.61,0.863,541,1.698,"Real_Estate",23,1,0,0.210584938526154,0,213805996,0
360945453,9,16.89,0.684,612,1.759,"Retail",7,0,0,0.308535367250443,0,360945453,0
237761382,9,15.23,0.144,699,0.11,"Real_Estate",13,0,0,0.0494210608303547,0.89,237761382,10457873.5534088
169954893,4,16.15,0.606,336,1.189,"Retail",25,0,1,0.507198870182037,0,169954893,0
121055477,9,13.97,0.634,755,1.727,"Infrastructure",12,0,0,0.0234380606561899,0,121055477,0
108913579,7,13.81,0.326,801,1.28,"Real_Estate",49,3,0,0.165926098823547,0,108913579,0
121787001,3,10.81,0.887,882,1.844,"Real_Estate",16,0,0,0.0733726769685745,0,121787001,0
282887432,5,12.14,0.783,546,0.331,"Real_Estate",33,0,0,0.108172558248043,0.669,282887432,20471839.6772761
356571476,7,8.66,0.421,475,1.268,"Retail",21,0,0,0.0450083464384079,0,356571476,0
54940202,4,11.13,0.224,820,1.494,"Retail",11,0,0,0.00861826445907354,0,54940202,0
260018861,4,15.01,0.416,819,1.691,"Real_Estate",32,0,0,0.0164621453732252,0,260018861,0
426242982,9,15.26,0.433,718,1.066,"Infrastructure",46,0,0,0.0279586501419544,0,426242982,0
357601339,4,8.94,0.79,485,0.428,"Retail",31,0,0,0.216839596629143,0.572,357601339,44354098.4188024
157676861,4,8.82,0.792,795,0.439,"Retail",42,3,0,0.42613360285759,0.561,157676861,37694380.3733802
58792754,7,10.1,0.187,817,1.569,"Infrastructure",44,0,0,0.00677769724279642,0,58792754,0
287927030,10,11.62,0.24,727,0.733,"IT",22,1,0,0.0246277339756489,0.267,287927030,1893294.40989673
415854589,8,12.61,0.328,664,0.082,"Infrastructure",17,1,0,0.0682852119207382,0.918,415854589,26068187.8015542
260649539,5,16.91,0.512,650,1.165,"Manufacturing",15,0,0,0.0604787319898605,0,260649539,0
347311503,5,17.32,0.427,790,0.937,"Retail",31,1,0,0.0413958542048931,0.063,347311503,905767.149537828
250452091,2,10.08,0.277,861,1.985,"Manufacturing",11,0,0,0.0140020474791527,0,250452091,0
177726039,10,17.1,0.583,333,0.981,"Real_Estate",31,0,1,0.534333765506744,0.019,177726039,1804335.4493019
482437275,10,8.63,0.379,499,1.8,"Real_Estate",36,2,0,0.187459841370583,0,482437275,0
461208366,5,11.12,0.137,858,0.948,"Manufacturing",44,1,0,0.00919544044882059,0.052,461208366,220532.731330644
103091761,7,13,0.483,358,0.36,"Real_Estate",44,1,0,0.248684570193291,0.64,103091761,16407891.3758428
477496563,4,17.41,0.385,827,1.043,"IT",19,0,0,0.0212949179112911,0,477496563,0
437122423,9,14.16,0.44,887,1.487,"Infrastructure",20,0,0,0.0187374148517847,0,437122423,0
348975071,8,17.92,0.728,335,1.024,"IT",34,1,1,0.542248785495758,0,348975071,0
256784299,5,17.56,0.766,534,0.379,"Manufacturing",2,0,1,0.819904744625092,0.621,256784299,130744511.024199
240927441,6,12.16,0.551,820,0.119,"IT",13,0,0,0.067915678024292,0.881,240927441,14415583.1994621
101698661,2,9.82,0.687,798,1.437,"Manufacturing",33,0,0,0.0324613861739635,0,101698661,0
51014448,1,13.82,0.397,882,0.075,"Retail",19,0,0,0.0884943529963493,0.925,51014448,4175903.77653396
236821848,4,10.99,0.735,528,0.211,"Manufacturing",32,0,0,0.212583467364311,0.789,236821848,39721739.170821
156777644,2,13.21,0.558,513,0.131,"Infrastructure",32,1,0,0.145075961947441,0.869,156777644,19765116.0706684
386427253,5,16.93,0.741,661,0.153,"Infrastructure",3,0,0,0.20508100092411,0.847,386427253,67123807.9916665
450635927,10,16.73,0.236,546,0.117,"IT",30,3,0,0.171606853604317,0.883,450635927,68284344.567771
168279413,6,11.94,0.827,720,1.144,"Infrastructure",49,1,0,0.0636514350771904,0,168279413,0
412148179,6,8.45,0.451,401,0.855,"Infrastructure",42,0,0,0.0429883860051632,0.145,412148179,2569049.82647568
110796397,10,14.2,0.572,318,1.641,"Manufacturing",8,2,0,0.357192844152451,0,110796397,0
383295745,3,11.16,0.183,532,0.329,"Retail",45,0,0,0.0200518034398556,0.671,383295745,5157152.29944699
280793218,1,14.81,0.695,678,0.354,"Real_Estate",3,0,0,0.329080194234848,0.646,280793218,59692652.4206471
212304313,9,11.82,0.847,455,0.605,"IT",33,0,0,0.0880647450685501,0.395,212304313,7385127.45451297
419446324,4,17.01,0.393,404,1.657,"Infrastructure",3,2,1,0.535434901714325,0,419446324,0
144372973,5,16.93,0.602,390,0.536,"Manufacturing",11,0,0,0.234650477766991,0.464,144372973,15719014.8102662
235889630,5,16.2,0.463,883,1.787,"Manufacturing",10,1,0,0.0823345929384232,0,235889630,0
390641422,6,15.25,0.564,836,0.227,"IT",24,0,0,0.100743807852268,0.773,390641422,30421186.468042
42275702,5,12.84,0.663,751,1.489,"Retail",8,2,0,0.267481058835983,0,42275702,0
197864258,8,9.7,0.117,786,0.947,"IT",21,1,0,0.00715914415195584,0.053,197864258,75076.5535137145
48735042,10,8.99,0.394,833,1.736,"Retail",39,2,0,0.124989584088326,0,48735042,0
67533285,5,11.72,0.19,399,0.911,"Manufacturing",36,0,0,0.0178160592913628,0.089,67533285,107082.753863344
111341963,9,12.68,0.383,534,1.089,"Retail",35,0,0,0.110974229872227,0,111341963,0
137785651,10,17.49,0.513,639,0.555,"Retail",13,0,0,0.133222371339798,0.445,137785651,8168478.36745392
150230566,10,15.7,0.586,620,1.919,"Manufacturing",13,1,0,0.160900488495827,0,150230566,0
188018599,8,11.06,0.366,821,1.35,"Retail",5,2,0,0.0896774157881737,0,188018599,0
246234794,1,16.99,0.85,678,1.656,"IT",11,0,0,0.0991304740309715,0,246234794,0
439422709,2,13.83,0.722,847,1.292,"Manufacturing",31,1,0,0.0312499180436134,0,439422709,0
374616185,10,15.47,0.166,689,1.166,"Real_Estate",3,0,0,0.0341066084802151,0,374616185,0
477637826,9,17.65,0.781,424,0.416,"Manufacturing",34,0,1,0.506153404712677,0.584,477637826,141186678.920085
166628186,8,8.64,0.355,401,0.557,"IT",29,0,0,0.0767005831003189,0.443,166628186,5661752.20902674
412257235,7,14.39,0.206,790,0.347,"Infrastructure",43,1,0,0.0795530676841736,0.653,412257235,21416002.0006672
67200026,8,13.5,0.619,546,1.143,"Infrastructure",8,0,0,0.0825743302702904,0,67200026,0
63223730,7,13.58,0.438,502,1.688,"Manufacturing",30,3,0,0.177270576357841,0,63223730,0
364326746,10,9.29,0.6,366,1.781,"Manufacturing",39,1,0,0.194118022918701,0,364326746,0
274661993,1,9.44,0.874,873,1.957,"IT",8,0,0,0.0776778981089592,0,274661993,0
304650189,9,11.17,0.163,857,1.492,"Manufacturing",13,1,0,0.0151405008509755,0,304650189,0
62350404,3,14.85,0.702,397,0.372,"Manufacturing",8,0,1,0.660307884216309,0.628,62350404,25855050.9808309
438340915,10,9.36,0.284,546,0.495,"IT",40,0,0,0.042374961078167,0.505,438340915,9380213.00210701
421332059,8,16.95,0.77,844,1.646,"Real_Estate",35,1,0,0.109620481729507,0,421332059,0
24072669,1,17.56,0.205,756,0.412,"Manufacturing",7,2,0,0.112727031111717,0.588,24072669,1595620.61829538
353802146,8,13.7,0.267,382,1.602,"Retail",2,0,0,0.0466524809598923,0,353802146,0
267860737,10,12.27,0.485,565,1.408,"IT",8,1,1,0.5952388048172,0,267860737,0
472783160,4,12.05,0.772,423,1.435,"Infrastructure",3,0,0,0.115523464977741,0,472783160,0
456102960,10,17.69,0.824,767,0.326,"Manufacturing",21,2,0,0.241126835346222,0.674,456102960,74125619.0890331
228533280,9,10.57,0.138,570,1.844,"Real_Estate",31,0,0,0.0236685741692781,0,228533280,0
382994719,3,8.41,0.499,686,1.83,"Retail",37,0,0,0.00833830889314413,0,382994719,0
253017245,8,12.32,0.404,658,1.084,"Manufacturing",17,0,0,0.0243269745260477,0,253017245,0
102071693,8,10.17,0.433,811,0.964,"Manufacturing",35,1,0,0.0413127057254314,0.036,102071693,151806.881369001
358852222,2,16.53,0.319,867,0.369,"Retail",29,0,0,0.0412769690155983,0.631,358852222,9346581.52271241
384270405,9,15.87,0.89,791,1.153,"Retail",15,0,0,0.0931162387132645,0,384270405,0
353482146,3,13.53,0.84,375,0.861,"Infrastructure",6,0,0,0.102826289832592,0.139,353482146,5052268.80573872
96620444,4,10.97,0.318,712,0.029,"Manufacturing",9,1,1,0.381306797266006,0.971,96620444,35773613.1225498
149652001,5,17.04,0.392,307,1.108,"Manufacturing",44,2,0,0.287650167942047,0,149652001,0
163240502,4,17.76,0.536,507,1.809,"Real_Estate",38,0,0,0.145646020770073,0,163240502,0
286366241,10,16.22,0.38,350,0.15,"Manufacturing",41,0,0,0.195810332894325,0.85,286366241,47662448.6329206
441363271,5,10.57,0.395,497,0.714,"IT",24,0,1,0.0597715899348259,0.286,441363271,7544961.55170055
438674585,4,11.37,0.287,619,1.489,"IT",37,0,0,0.0127727333456278,0,438674585,0
193540416,5,8.16,0.246,728,1.592,"IT",37,0,0,0.00388183887116611,0,193540416,0
369148305,6,10.67,0.532,705,0.21,"Real_Estate",38,1,0,0.108501918613911,0.79,369148305,31642106.4830027
398363363,2,12.63,0.682,428,0.04,"Manufacturing",49,2,0,0.3128622174263,0.96,398363363,119647531.285995
362356569,1,14.01,0.656,353,0.54,"Manufacturing",17,0,1,0.449104160070419,0.46,362356569,74858487.5807022
193333856,6,11.46,0.34,826,1.412,"IT",28,0,0,0.00968830287456512,0,193333856,0
149777989,1,14.68,0.147,740,1.252,"Real_Estate",34,1,0,0.00981023907661438,0,149777989,0
29678105,7,12.45,0.742,741,1.283,"IT",46,2,0,0.182980418205261,0,29678105,0
337172789,10,9.29,0.461,638,1.433,"Retail",2,0,0,0.162596553564072,0,337172789,0
99797972,8,10.04,0.373,714,0.111,"Manufacturing",7,1,0,0.368446201086044,0.889,99797972,32688693.2732879
312928842,5,9.91,0.849,688,1.742,"IT",6,3,1,0.478886067867279,0,312928842,0
69953237,8,10.46,0.455,617,1.137,"Real_Estate",24,0,0,0.0290367528796196,0,69953237,0
187166182,7,13.3,0.363,688,0.436,"Manufacturing",11,0,0,0.0115264002233744,0.564,187166182,1216746.70961529
157730827,1,10.14,0.266,800,0.203,"Infrastructure",21,0,0,0.0184187609702349,0.797,157730827,2315449.50091992
407777265,7,8.26,0.254,507,1.396,"Manufacturing",29,2,1,0.154070258140564,0,407777265,0
184790730,8,11.42,0.398,673,0.385,"Infrastructure",4,0,0,0.0334658958017826,0.615,184790730,3803275.19891894
220382419,5,11.94,0.681,698,1.726,"Manufacturing",24,1,0,0.047554437071085,0,220382419,0
220089956,8,9.25,0.618,567,1.469,"Manufacturing",34,0,0,0.106613494455814,0,220089956,0
301312315,1,16.24,0.682,744,1.347,"Manufacturing",35,2,0,0.0890613570809364,0,301312315,0
202549561,1,16.68,0.118,523,0.916,"Infrastructure",7,0,0,0.0973413661122322,0.084,202549561,1656181.88174652
479200822,4,9.84,0.162,325,1.017,"IT",18,0,0,0.0229207146912813,0,479200822,0
485413214,2,9.9,0.227,572,0.798,"Retail",35,0,0,0.0069489199668169,0.202,485413214,681365.710134116
457349484,7,10.92,0.866,818,1.147,"IT",18,0,0,0.0308014247566462,0,457349484,0
42353980,5,17,0.589,789,0.472,"Retail",11,0,0,0.102018289268017,0.528,42353980,2281424.94797807
238952946,7,17.01,0.561,400,0.189,"Infrastructure",34,0,0,0.214496374130249,0.811,238952946,41567432.3493451
170228498,7,8.73,0.208,650,0.043,"Manufacturing",15,0,0,0.0125018265098333,0.957,170228498,2036655.96161741
337044471,9,11.39,0.865,788,1.069,"Real_Estate",43,1,1,0.259664207696915,0,337044471,0
318606487,6,16,0.77,487,1.303,"Manufacturing",18,0,1,0.44228458404541,0,318606487,0
429779779,3,10.32,0.214,459,0.465,"IT",32,0,0,0.0183552578091621,0.535,429779779,4220464.4749197
474193928,7,10.73,0.224,548,0.017,"Manufacturing",5,0,0,0.0249464064836502,0.983,474193928,11628334.0938073
287409566,9,9.09,0.537,405,1.226,"Manufacturing",31,0,0,0.12131579965353,0,287409566,0
268099259,4,13.52,0.255,306,1.712,"Retail",43,0,1,0.10012911260128,0,268099259,0
470905527,1,15.44,0.429,875,0.813,"Real_Estate",8,0,0,0.0393010005354881,0.187,470905527,3460819.91496398
446285221,2,15.78,0.428,665,1.134,"Real_Estate",16,0,0,0.0135452747344971,0,446285221,0
205742863,9,11.63,0.879,741,0.135,"Real_Estate",47,0,0,0.0378801226615906,0.865,205742863,6741433.6274166
25965343,5,9.8,0.414,801,1.078,"IT",41,0,0,0.0203797705471516,0,25965343,0
389356378,8,14.16,0.275,841,0.951,"Infrastructure",8,0,0,0.0194784700870514,0.049,389356378,371619.261541708
463054733,4,13.94,0.42,377,0.635,"IT",22,1,0,0.0783889815211296,0.365,463054733,13248911.9515691
189361127,10,11.73,0.728,537,0.803,"Manufacturing",49,1,1,0.202263534069061,0.197,189361127,7545267.6001771
123215576,2,12.82,0.629,623,0.033,"IT",22,0,0,0.0545479208230972,0.967,123215576,6499355.41885425
44730318,1,13.13,0.208,408,0.091,"Manufacturing",2,0,0,0.121996313333511,0.909,44730318,4960352.90622416
196163140,1,9.32,0.673,488,1.369,"IT",7,0,0,0.342975348234177,0,196163140,0
92098151,1,15.12,0.597,393,1.01,"Real_Estate",3,0,0,0.373054623603821,0,92098151,0
67678768,9,15.18,0.128,429,1.241,"IT",36,0,0,0.0271126925945282,0,67678768,0
129473994,3,9.02,0.806,740,1.51,"Manufacturing",48,3,1,0.256072074174881,0,129473994,0
277070277,10,8.11,0.764,621,0.696,"Manufacturing",27,1,0,0.29011258482933,0.304,277070277,24435998.568914
74886569,1,8.72,0.886,690,0.147,"IT",35,3,0,0.360274434089661,0.853,74886569,23013697.9760848
481485515,2,17.39,0.828,437,1.219,"Real_Estate",17,0,1,0.356748729944229,0,481485515,0
472316917,3,11.35,0.277,762,0.902,"IT",32,0,0,0.00413637747988105,0.098,472316917,191460.743766873
496150611,9,16.84,0.28,582,1.581,"Retail",39,0,0,0.0470944233238697,0,496150611,0
